range_start,range_end,journal,volume,issue,issue_heading,published_date,title,authors,score,priority,lab_relevance,themes,matched_groups,matched_terms,doi,url,review_o,review_x,training_label,reviewer_notes,abstract
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Nov 2023",2023-11-23,SLC35D3 promotes white adipose tissue browning to ameliorate obesity by NOTCH signaling,"Hongrui Wang, Liang Yu, ..., Yibo Wang",81.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology; Cell targeting / therapy,core_disease_context; adipose_axis; therapy_translation,"core_disease_context: obesity | adipose_axis: adipocyte, adipose tissue, adiposity, white adipose tissue | therapy_translation: therapeutic target",10.1038/s41467-023-43418-5,https://doi.org/10.1038/s41467-023-43418-5,,,,,"Abstract White adipose tissue browning can promote lipid burning to increase energy expenditure and improve adiposity. Here, we show that Slc35d3 expression is significantly lower in adipose tissues of obese mice. While adipocyte-specific Slc35d3 knockin is protected against diet-induced obesity, adipocyte-specific Slc35d3 knockout inhibits white adipose tissue browning and causes decreased energy expenditure and impaired insulin sensitivity in mice. Mechanistically, we confirm that SLC35D3 interacts with the NOTCH1 extracellular domain, which leads to the accumulation of NOTCH1 in the endoplasmic reticulum and thus inhibits the NOTCH1 signaling pathway. In addition, knockdown of Notch1 in mouse inguinal white adipose tissue mediated by orthotopic injection of AAV8-adiponectin-shNotch1 shows considerable improvement in obesity and glucolipid metabolism, which is more pronounced in adipocyte-specific Slc35d3 knockout mice than in knockin mice. Overall, in this study, we reveal that SLC35D3 is involved in obesity via NOTCH1 signaling, and low adipose SLC35D3 expression in obesity might be a therapeutic target for obesity and associated metabolic disorders."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Nov 2023",2023-11-22,Mirabegron displays anticancer effects by globally browning adipose tissues,"Xiaoting Sun, Wenhai Sui, ..., Yihai Cao",19.0,Must read,3,Adipose tissue / adipocyte biology,adipose_axis,"adipose_axis: adipose tissue, brown adipose tissue, uncoupling protein 1",10.1038/s41467-023-43350-8,https://doi.org/10.1038/s41467-023-43350-8,,,,,"Abstract Metabolic reprogramming in malignant cells is a hallmark of cancer that relies on augmented glycolytic metabolism to support their growth, invasion, and metastasis. However, the impact of global adipose metabolism on tumor growth and the drug development by targeting adipose metabolism remain largely unexplored. Here we show that a therapeutic paradigm of drugs is effective for treating various cancer types by browning adipose tissues. Mirabegron, a clinically available drug for overactive bladders, displays potent anticancer effects in various animal cancer models, including untreatable cancers such as pancreatic ductal adenocarcinoma and hepatocellular carcinoma, via the browning of adipose tissues. Genetic deletion of the uncoupling protein 1, a key thermogenic protein in adipose tissues, ablates the anticancer effect. Similarly, the removal of brown adipose tissue, which is responsible for non-shivering thermogenesis, attenuates the anticancer activity of mirabegron. These findings demonstrate that mirabegron represents a paradigm of anticancer drugs with a distinct mechanism for the effective treatment of multiple cancers."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Nov 2023",2023-11-11,HSP47 levels determine the degree of body adiposity,"Jihoon Shin, Shinichiro Toyoda, ..., Iichiro Shimomura",44.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology,core_disease_context; adipose_axis,"core_disease_context: obesity | adipose_axis: adipose tissue, adiposity, body fat, fat mass",10.1038/s41467-023-43080-x,https://doi.org/10.1038/s41467-023-43080-x,,,,,"Abstract Adiposity varies among individuals with the influence of diverse physiological, pathological, environmental, hormonal, and genetic factors, but a unified molecular basis remains elusive. Here, we identify HSP47, a collagen-specific chaperone, as a key determinant of body adiposity. HSP47 expression is abundant in adipose tissue; increased with feeding, overeating, and obesity; decreased with fasting, exercise, calorie restriction, bariatric surgery, and cachexia; and correlated with fat mass, BMI, waist, and hip circumferences. Insulin and glucocorticoids, respectively, up- and down-regulate HSP47 expression. In humans, the increase of HSP47 gene expression by its intron or synonymous variants is associated with higher body adiposity traits. In mice, the adipose-specific knockout or pharmacological inhibition of HSP47 leads to lower body adiposity compared to the control. Mechanistically, HSP47 promotes collagen dynamics in the folding, secretion, and interaction with integrin, which activates FAK signaling and preserves PPARγ protein from proteasomal degradation, partly related to MDM2. The study highlights the significance of HSP47 in determining the amount of body fat individually and under various circumstances."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Nov 2023",2023-11-04,Transcriptional repression of beige fat innervation via a YAP/TAZ-S100B axis,"Xun Huang, Xinmeng Li, ..., Yifu Qiu",54.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology,core_disease_context; adipose_axis,"core_disease_context: obesity | adipose_axis: adipocyte, adipocytes, adipose tissue, beige fat, white adipose tissue",10.1038/s41467-023-43021-8,https://doi.org/10.1038/s41467-023-43021-8,,,,,"Abstract Sympathetic innervation is essential for the development of functional beige fat that maintains body temperature and metabolic homeostasis, yet the molecular mechanisms controlling this innervation remain largely unknown. Here, we show that adipocyte YAP/TAZ inhibit sympathetic innervation of beige fat by transcriptional repression of neurotropic factor S100B. Adipocyte-specific loss of Yap/Taz induces S100b expression to stimulate sympathetic innervation and biogenesis of functional beige fat both in subcutaneous white adipose tissue (WAT) and browning-resistant visceral WAT. Mechanistically, YAP/TAZ compete with C/EBPβ for binding to the zinc finger-2 domain of PRDM16 to suppress S100b transcription, which is released by adrenergic-stimulated YAP/TAZ phosphorylation and inactivation. Importantly, Yap/Taz loss in adipocytes or AAV-S100B overexpression in visceral WAT restricts both age-associated and diet-induced obesity, and improves metabolic homeostasis by enhancing energy expenditure of mice. Together, our data reveal that YAP/TAZ act as a brake on the beige fat innervation by blocking PRDM16-C/EBPβ-mediated S100b expression."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Nov 2023",2023-11-03,IL-17 signalling is critical for controlling subcutaneous adipose tissue dynamics and parasite burden during chronic murine Trypanosoma brucei infection,"Matthew C. Sinton, Praveena R. G. Chandrasegaran, ..., Juan F. Quintana",64.0,Must read,3,Adipose tissue / adipocyte biology,adipose_axis,"adipose_axis: adipocyte, adipocytes, adipose tissue, preadipocyte, subcutaneous adipose, white adipose tissue",10.1038/s41467-023-42918-8,https://doi.org/10.1038/s41467-023-42918-8,,,,,"Abstract In the skin, Trypanosoma brucei colonises the subcutaneous white adipose tissue, and is proposed to be competent for forward transmission. The interaction between parasites, adipose tissue, and the local immune system is likely to drive the adipose tissue wasting and weight loss observed in cattle and humans infected with T. brucei . However, mechanistically, events leading to subcutaneous white adipose tissue wasting are not fully understood. Here, using several complementary approaches, including mass cytometry by time of flight, bulk and single cell transcriptomics, and in vivo genetic models, we show that T. brucei infection drives local expansion of several IL-17A-producing cells in the murine WAT, including T H 17 and Vγ6 + cells. We also show that global IL-17 deficiency, or deletion of the adipocyte IL-17 receptor protect from infection-induced WAT wasting and weight loss. Unexpectedly, we find that abrogation of adipocyte IL-17 signalling results in a significant accumulation of Dpp4 + Pi16 + interstitial preadipocytes and increased extravascular parasites in the WAT, highlighting a critical role for IL-17 signalling in controlling preadipocyte fate, subcutaneous WAT dynamics, and local parasite burden. Taken together, our study highlights the central role of adipocyte IL-17 signalling in controlling WAT responses to infection, suggesting that adipocytes are critical coordinators of tissue dynamics and immune responses to T. brucei infection."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Oct 2023",2023-10-24,Maternal thyroid hormone receptor β activation in mice sparks brown fat thermogenesis in the offspring,"Rebecca Oelkrug, Lisbeth Harder, ..., Jens Mittag",24.0,Must read,3,Adipose tissue / adipocyte biology,adipose_axis,"adipose_axis: adipose tissue, brown adipose tissue, brown fat",10.1038/s41467-023-42425-w,https://doi.org/10.1038/s41467-023-42425-w,,,,,"Abstract It is well established that maternal thyroid hormones play an important role for the developing fetus; however, the consequences of maternal hyperthyroidism for the offspring remain poorly understood. Here we show in mice that maternal 3,3’,5-triiodothyronine (T3) treatment during pregnancy leads to improved glucose tolerance in the adult male offspring and hyperactivity of brown adipose tissue (BAT) thermogenesis in both sexes starting early after birth. The activated BAT provides advantages upon cold exposure, reducing the strain on other thermogenic organs like muscle. This maternal BAT programming requires intact maternal thyroid hormone receptor β (TRβ) signaling, as offspring of mothers lacking this receptor display the opposite phenotype. On the molecular level, we identify distinct T3 induced alterations in maternal serum metabolites, including choline, a key metabolite for healthy pregnancy. Taken together, our results connect maternal TRβ activation to the fetal programming of a thermoregulatory phenotype in the offspring."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Oct 2023",2023-10-23,"Lipocalin 2 regulates mitochondrial phospholipidome remodeling, dynamics, and function in brown adipose tissue in male mice","Hongming Su, Hong Guo, ..., Xiaoli Chen",66.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology; Inflammation / immune regulation; Aging / senescence,core_disease_context; adipose_axis; inflammation_immunity; aging_senescence,"core_disease_context: obesity | adipose_axis: adipocytes, adipose tissue, brown adipocyte, brown adipose tissue, thermogenic adipocyte | inflammation_immunity: inflammation | aging_senescence: aging",10.1038/s41467-023-42473-2,https://doi.org/10.1038/s41467-023-42473-2,,,,,"Abstract Mitochondrial function is vital for energy metabolism in thermogenic adipocytes. Impaired mitochondrial bioenergetics in brown adipocytes are linked to disrupted thermogenesis and energy balance in obesity and aging. Phospholipid cardiolipin (CL) and phosphatidic acid (PA) jointly regulate mitochondrial membrane architecture and dynamics, with mitochondria-associated endoplasmic reticulum membranes (MAMs) serving as the platform for phospholipid biosynthesis and metabolism. However, little is known about the regulators of MAM phospholipid metabolism and their connection to mitochondrial function. We discover that LCN2 is a PA binding protein recruited to the MAM during inflammation and metabolic stimulation. Lcn2 deficiency disrupts mitochondrial fusion-fission balance and alters the acyl-chain composition of mitochondrial phospholipids in brown adipose tissue (BAT) of male mice. Lcn2 KO male mice exhibit an increase in the levels of CLs containing long-chain polyunsaturated fatty acids (LC-PUFA), a decrease in CLs containing monounsaturated fatty acids, resulting in mitochondrial dysfunction. This dysfunction triggers compensatory activation of peroxisomal function and the biosynthesis of LC-PUFA-containing plasmalogens in BAT. Additionally, Lcn2 deficiency alters PA production, correlating with changes in PA-regulated phospholipid-metabolizing enzymes and the mTOR signaling pathway. In conclusion, LCN2 plays a critical role in the acyl-chain remodeling of phospholipids and mitochondrial bioenergetics by regulating PA production and its function in activating signaling pathways."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Oct 2023",2023-10-19,Obesity dysregulates the pulmonary antiviral immune response,"Mark Almond, Hugo A. Farne, ..., Aran Singanayagam",34.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology; Inflammation / immune regulation,core_disease_context; adipose_axis; inflammation_immunity,core_disease_context: obesity | adipose_axis: adipokine | inflammation_immunity: immune response,10.1038/s41467-023-42432-x,https://doi.org/10.1038/s41467-023-42432-x,,,,,"Abstract Obesity is a well-recognized risk factor for severe influenza infections but the mechanisms underlying susceptibility are poorly understood. Here, we identify that obese individuals have deficient pulmonary antiviral immune responses in bronchoalveolar lavage cells but not in bronchial epithelial cells or peripheral blood dendritic cells. We show that the obese human airway metabolome is perturbed with associated increases in the airway concentrations of the adipokine leptin which correlated negatively with the magnitude of ex vivo antiviral responses. Exogenous pulmonary leptin administration in mice directly impaired antiviral type I interferon responses in vivo and ex vivo in cultured airway macrophages. Obese individuals hospitalised with influenza showed dysregulated upper airway immune responses. These studies provide insight into mechanisms driving propensity to severe influenza infections in obesity and raise the potential for development of leptin manipulation or interferon administration as novel strategies for conferring protection from severe infections in obese higher risk individuals."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Oct 2023",2023-10-17,Endogenous renal adiponectin drives gluconeogenesis through enhancing pyruvate and fatty acid utilization,"Toshiharu Onodera, May-Yun Wang, ..., Philipp E. Scherer",18.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology,adipose_axis; lipid_metabolism,adipose_axis: adipocytes | lipid_metabolism: fatty acid oxidation,10.1038/s41467-023-42188-4,https://doi.org/10.1038/s41467-023-42188-4,,,,,"Abstract Adiponectin is a secretory protein, primarily produced in adipocytes. However, low but detectable expression of adiponectin can be observed in cell types beyond adipocytes, particularly in kidney tubular cells, but its local renal role is unknown. We assessed the impact of renal adiponectin by utilizing male inducible kidney tubular cell-specific adiponectin overexpression or knockout mice. Kidney-specific adiponectin overexpression induces a doubling of phosphoenolpyruvate carboxylase expression and enhanced pyruvate-mediated glucose production, tricarboxylic acid cycle intermediates and an upregulation of fatty acid oxidation (FAO). Inhibition of FAO reduces the adiponectin-induced enhancement of glucose production, highlighting the role of FAO in the induction of renal gluconeogenesis. In contrast, mice lacking adiponectin in the kidney exhibit enhanced glucose tolerance, lower utilization and greater accumulation of lipid species. Hence, renal adiponectin is an inducer of gluconeogenesis by driving enhanced local FAO and further underlines the important systemic contribution of renal gluconeogenesis."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Oct 2023",2023-10-10,FAM210A is essential for cold-induced mitochondrial remodeling in brown adipocytes,"Jiamin Qiu, Feng Yue, ..., Shihuan Kuang",44.0,Must read,3,Adipose tissue / adipocyte biology,adipose_axis,"adipose_axis: adipocyte, adipocytes, adipose tissue, brown adipocyte, brown adipose tissue",10.1038/s41467-023-41988-y,https://doi.org/10.1038/s41467-023-41988-y,,,,,"Abstract Cold stimulation dynamically remodels mitochondria in brown adipose tissue (BAT) to facilitate non-shivering thermogenesis in mammals, but what regulates mitochondrial plasticity is poorly understood. Comparing mitochondrial proteomes in response to cold revealed FAM210A as a cold-inducible mitochondrial inner membrane protein. An adipocyte-specific constitutive knockout of Fam210a ( Fam210a AKO ) disrupts mitochondrial cristae structure and diminishes the thermogenic activity of BAT, rendering the Fam210a AKO mice vulnerable to lethal hypothermia under acute cold exposure. Induced knockout of Fam210a in adult adipocytes ( Fam210a iAKO ) does not affect steady-state mitochondrial structure under thermoneutrality, but impairs cold-induced mitochondrial remodeling, leading to progressive loss of cristae and reduction of mitochondrial density. Proteomics reveals an association between FAM210A and OPA1, whose cleavage governs cristae dynamics and mitochondrial remodeling. Mechanistically, FAM210A interacts with mitochondrial protease YME1L and modulates its activity toward OMA1 and OPA1 cleavage. These data establish FAM210A as a key regulator of mitochondrial cristae remodeling in BAT and shed light on the mechanism underlying mitochondrial plasticity in response to cold."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Sep 2023",2023-09-29,TMEM135 links peroxisomes to the regulation of brown fat mitochondrial fission and energy homeostasis,"Donghua Hu, Min Tan, ..., Irfan J. Lodhi",44.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology,core_disease_context; adipose_axis,"core_disease_context: insulin resistance, obesity | adipose_axis: adipocytes, brown adipocyte, brown fat",10.1038/s41467-023-41849-8,https://doi.org/10.1038/s41467-023-41849-8,,,,,"Abstract Mitochondrial morphology, which is controlled by mitochondrial fission and fusion, is an important regulator of the thermogenic capacity of brown adipocytes. Adipose-specific peroxisome deficiency impairs thermogenesis by inhibiting cold-induced mitochondrial fission due to decreased mitochondrial membrane content of the peroxisome-derived lipids called plasmalogens. Here, we identify TMEM135 as a critical mediator of the peroxisomal regulation of mitochondrial fission and thermogenesis. Adipose-specific TMEM135 knockout in mice blocks mitochondrial fission, impairs thermogenesis, and increases diet-induced obesity and insulin resistance. Conversely, TMEM135 overexpression promotes mitochondrial division, counteracts obesity and insulin resistance, and rescues thermogenesis in peroxisome-deficient mice. Mechanistically, thermogenic stimuli promote association between peroxisomes and mitochondria and plasmalogen-dependent localization of TMEM135 in mitochondria, where it mediates PKA-dependent phosphorylation and mitochondrial retention of the fission factor Drp1. Together, these results reveal a previously unrecognized inter-organelle communication regulating mitochondrial fission and energy homeostasis and identify TMEM135 as a potential target for therapeutic activation of BAT."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Sep 2023",2023-09-25,A common East-Asian ALDH2 mutation causes metabolic disorders and the therapeutic effect of ALDH2 activators,"Yi-Cheng Chang, Hsiao-Lin Lee, ..., Lee-Ming Chuang",62.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology,core_disease_context; liver_axis; adipose_axis; lipid_metabolism,"core_disease_context: diabetes, insulin resistance, obesity | liver_axis: liver | adipose_axis: adipose tissue, brown adipose tissue | lipid_metabolism: fatty acid oxidation",10.1038/s41467-023-41570-6,https://doi.org/10.1038/s41467-023-41570-6,,,,,"Abstract Obesity and type 2 diabetes have reached pandemic proportion. ALDH2 (acetaldehyde dehydrogenase 2, mitochondrial) is the key metabolizing enzyme of acetaldehyde and other toxic aldehydes, such as 4-hydroxynonenal. A missense Glu504Lys mutation of the ALDH2 gene is prevalent in 560 million East Asians, resulting in reduced ALDH2 enzymatic activity. We find that male Aldh2 knock-in mice mimicking human Glu504Lys mutation were prone to develop diet-induced obesity, glucose intolerance, insulin resistance, and fatty liver due to reduced adaptive thermogenesis and energy expenditure. We find reduced activity of ALDH2 of the brown adipose tissue from the male Aldh2 homozygous knock-in mice. Proteomic analyses of the brown adipose tissue from the male Aldh2 knock-in mice identifies increased 4-hydroxynonenal-adducted proteins involved in mitochondrial fatty acid oxidation and electron transport chain, leading to markedly decreased fatty acid oxidation rate and mitochondrial respiration of brown adipose tissue, which is essential for adaptive thermogenesis and energy expenditure. AD-9308 is a water-soluble, potent, and highly selective ALDH2 activator. AD-9308 treatment ameliorates diet-induced obesity and fatty liver, and improves glucose homeostasis in both male Aldh2 wild-type and knock-in mice. Our data highlight the therapeutic potential of reducing toxic aldehyde levels by activating ALDH2 for metabolic diseases."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Sep 2023",2023-09-20,A CCL2+DPP4+ subset of mesenchymal stem cells expedites aberrant formation of creeping fat in humans,"Fengfei Wu, Fangting Wu, ..., Lan Bai",36.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology; Single-cell / spatial / atlas,adipose_axis; lipid_metabolism; omics_and_atlas,"adipose_axis: adipocytes, adipogenic, adipose tissue | lipid_metabolism: lipid metabolism | omics_and_atlas: scRNA-seq",10.1038/s41467-023-41418-z,https://doi.org/10.1038/s41467-023-41418-z,,,,,"Abstract Creeping fat is a typical feature of Crohn’s disease. It refers to the expansion of mesenteric adipose tissue around inflamed and fibrotic intestines and is associated with stricture formation and intestinal obstruction. In this study, we characterize creeping fat as pro-adipogenic and pro-fibrotic. Lipidomics analysis of Crohn’s disease patients (sixteen males, six females) and healthy controls (five males, ten females) reveals abnormal lipid metabolism in creeping fat. Through scRNA-seq analysis on mesenteric adipose tissue from patients (five males, one female) and healthy controls (two females), we identify a CCL2 + DPP4 + subset of mesenchymal stem cells that expands in creeping fat and expedites adipogenic differentiation into dystrophic adipocytes in response to CCL20 + CD14 + monocytes and IL-6, leading to the formation of creeping fat. Ex vivo experiments (tissues from five males, one female) confirm that both CCL20 + CD14 + monocytes and IL-6 activate DPP4 + mesenchymal stem cells towards a pro-adipogenic phenotype. This study provides a comprehensive investigation of creeping fat formation and offers a conceptual framework for discovering therapeutic targets for treatment of Crohn’s disease."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Sep 2023",2023-09-14,Stromal heterogeneity may explain increased incidence of metaplastic breast cancer in women of African descent,"Brijesh Kumar, Aditi S. Khatpe, ..., Harikrishna Nakshatri",9.0,Archive only,1,Adipose tissue / adipocyte biology,adipose_axis,adipose_axis: adipogenic,10.1038/s41467-023-41473-6,https://doi.org/10.1038/s41467-023-41473-6,,,,,"Abstract The biologic basis of genetic ancestry-dependent variability in disease incidence and outcome is just beginning to be explored. We recently reported enrichment of a population of ZEB1-expressing cells located adjacent to ductal epithelial cells in normal breasts of women of African ancestry compared to those of European ancestry. In this study, we demonstrate that these cells have properties of fibroadipogenic/mesenchymal stromal cells that express PROCR and PDGFRα and transdifferentiate into adipogenic and osteogenic lineages. P ROCR + / Z EB1 + / P DGFRα+ (PZP) cells are enriched in normal breast tissues of women of African compared to European ancestry. PZP: epithelial cell communication results in luminal epithelial cells acquiring basal cell characteristics and IL-6-dependent increase in STAT3 phosphorylation. Furthermore, level of phospho-STAT3 is higher in normal and cancerous breast tissues of women of African ancestry. PZP cells transformed with HRas G12V ± SV40-T/t antigens generate metaplastic carcinoma suggesting that these cells are one of the cells-of-origin of metaplastic breast cancers."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Sep 2023",2023-09-06,Cold-activated brown fat-derived extracellular vesicle-miR-378a-3p stimulates hepatic gluconeogenesis in male mice,"Jinhong Xu, Le Cui, ..., Xiaohong Jiang",54.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology,liver_axis; adipose_axis,"liver_axis: hepatic, liver | adipose_axis: adipose tissue, brown adipose tissue, brown fat",10.1038/s41467-023-41160-6,https://doi.org/10.1038/s41467-023-41160-6,,,,,"Abstract During cold exposure, activated brown adipose tissue (BAT) takes up a large amount of circulating glucose to fuel non-shivering thermogenesis and defend against hypothermia. However, little is known about the endocrine function of BAT controlling glucose homoeostasis under this thermoregulatory challenge. Here, we show that in male mice, activated BAT-derived extracellular vesicles (BDEVs) reprogram systemic glucose metabolism by promoting hepatic gluconeogenesis during cold stress. Cold exposure facilitates the selective packaging of miR-378a-3p—one of the BAT-enriched miRNAs—into EVs and delivery into the liver. BAT-derived miR-378a-3p enhances gluconeogenesis by targeting p110α. miR-378 KO mice display reduced hepatic gluconeogenesis during cold exposure, while restoration of miR-378a-3p in iBAT induces the expression of gluconeogenic genes in the liver. These findings provide a mechanistic understanding of BDEV-miRNA as stress-induced batokine to coordinate systemic glucose homoeostasis. This miR-378a-3p-mediated interorgan communication highlights a novel endocrine function of BAT in preventing hypoglycemia during cold stress."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Aug 2023",2023-08-29,γδ T cells control murine skin inflammation and subcutaneous adipose wasting during chronic Trypanosoma brucei infection,"Juan F. Quintana, Matthew C. Sinton, ..., Annette MacLeod",80.0,Must read,3,Adipose tissue / adipocyte biology; Inflammation / immune regulation,adipose_axis; inflammation_immunity,"adipose_axis: adipocytes, adipose tissue, subcutaneous adipose | inflammation_immunity: T cell, immune response, inflammation",10.1038/s41467-023-40962-y,https://doi.org/10.1038/s41467-023-40962-y,,,,,"Abstract African trypanosomes colonise the skin to ensure parasite transmission. However, how the skin responds to trypanosome infection remains unresolved. Here, we investigate the local immune response of the skin in a murine model of infection using spatial and single cell transcriptomics. We detect expansion of dermal IL-17A-producing Vγ6 + cells during infection, which occurs in the subcutaneous adipose tissue. In silico cell-cell communication analysis suggests that subcutaneous interstitial preadipocytes trigger T cell activation via Cd40 and Tnfsf18 signalling, amongst others. In vivo, we observe that female mice deficient for IL-17A-producing Vγ6 + cells show extensive inflammation and limit subcutaneous adipose tissue wasting, independently of parasite burden. Based on these observations, we propose that subcutaneous adipocytes and Vγ6 + cells act in concert to limit skin inflammation and adipose tissue wasting. These studies provide new insights into the role of γδ T cell and subcutaneous adipocytes as homeostatic regulators of skin immunity during chronic infection."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Aug 2023",2023-08-24,Cancer-cell-secreted miR-204-5p induces leptin signalling pathway in white adipose tissue to promote cancer-associated cachexia,"Yong Hu, Liu Liu, ..., Wei Yan",47.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology,adipose_axis; lipid_metabolism,"adipose_axis: adipose tissue, white adipose tissue | lipid_metabolism: lipolysis",10.1038/s41467-023-40571-9,https://doi.org/10.1038/s41467-023-40571-9,,,,,"Abstract Cancer-associated cachexia is a multi-organ weight loss syndrome, especially with a wasting disorder of adipose tissue and skeletal muscle. Small extracellular vesicles (sEVs) serve as emerging messengers to connect primary tumour and metabolic organs to exert systemic regulation. However, whether and how tumour-derived sEVs regulate white adipose tissue (WAT) browning and fat loss is poorly defined. Here, we report breast cancer cell-secreted exosomal miR-204-5p induces hypoxia-inducible factor 1A (HIF1A) in WAT by targeting von Hippel-Lindau ( VHL ) gene. Elevated HIF1A protein induces the leptin signalling pathway and thereby enhances lipolysis in WAT. Additionally, exogenous VHL expression blocks the effect of exosomal miR-204-5p on WAT browning. Reduced plasma phosphatidyl ethanolamine level is detected in mice lack of cancer-derived miR-204-5p secretion in vivo. Collectively, our study reveals circulating miR-204-5p induces hypoxia-mediated leptin signalling pathway to promote lipolysis and WAT browning, shedding light on both preventive screenings and early intervention for cancer-associated cachexia."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Aug 2023",2023-08-24,Gut microbiota and fecal short chain fatty acids differ with adiposity and country of origin: the METS-microbiome study,"Gertrude Ecklu-Mensah, Candice Choo-Kang, ..., Lara R. Dugas",39.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology,core_disease_context; adipose_axis,"core_disease_context: diabetes, obesity | adipose_axis: adiposity",10.1038/s41467-023-40874-x,https://doi.org/10.1038/s41467-023-40874-x,,,,,"Abstract The relationship between microbiota, short chain fatty acids (SCFAs), and obesity remains enigmatic. We employ amplicon sequencing and targeted metabolomics in a large ( n = 1904) African origin cohort from Ghana, South Africa, Jamaica, Seychelles, and the US. Microbiota diversity and fecal SCFAs are greatest in Ghanaians, and lowest in Americans, representing each end of the urbanization spectrum. Obesity is significantly associated with a reduction in SCFA concentration, microbial diversity, and SCFA synthesizing bacteria, with country of origin being the strongest explanatory factor. Diabetes, glucose state, hypertension, obesity, and sex can be accurately predicted from the global microbiota, but when analyzed at the level of country, predictive accuracy is only universally maintained for sex. Diabetes, glucose, and hypertension are only predictive in certain low-income countries. Our findings suggest that adiposity-related microbiota differences differ between low-to-middle-income compared to high-income countries. Further investigation is needed to determine the factors driving this association."
all-time,current,Nature Communications,14,1,"Volume 14, Issue 1, Aug 2023",2023-08-22,Impaired Plakophilin-2 in obesity breaks cell cycle dynamics to breed adipocyte senescence,"Aina Lluch, Jessica Latorre, ..., Francisco J. Ortega",85.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology; Aging / senescence,core_disease_context; adipose_axis; aging_senescence,"core_disease_context: obesity | adipose_axis: adipocyte, adipocytes, adipose tissue, subcutaneous adipose | aging_senescence: adipocyte senescence, senescence",10.1038/s41467-023-40596-0,https://doi.org/10.1038/s41467-023-40596-0,,,,,"Abstract Plakophilin-2 (PKP2) is a key component of desmosomes, which, when defective, is known to promote the fibro-fatty infiltration of heart muscle. Less attention has been given to its role in adipose tissue. We report here that levels of PKP2 steadily increase during fat cell differentiation, and are compromised if adipocytes are exposed to a pro-inflammatory milieu. Accordingly, expression of PKP2 in subcutaneous adipose tissue diminishes in patients with obesity, and normalizes upon mild-to-intense weight loss. We further show defective PKP2 in adipocytes to break cell cycle dynamics and yield premature senescence, a key rheostat for stress-induced adipose tissue dysfunction. Conversely, restoring PKP2 in inflamed adipocytes rewires E2F signaling towards the re-activation of cell cycle and decreased senescence. Our findings connect the expression of PKP2 in fat cells to the physiopathology of obesity, as well as uncover a previously unknown defect in cell cycle and adipocyte senescence due to impaired PKP2."
